"Oaxaca: Tablas de mortalidad por sexo, 1970-2015",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Hombres,,,,,,,,Mujeres,,,,,,,,Total,,,,,,
year y edad,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x)
,,,,,,,,,,,,,,,,,,,,,,,
75,0.05087376,0.05221347,41699,2121,40629,435229,10.43738473,,0.04238616,0.04331067,53723,2277,52577,600842,11.1840171,,0.04631487,0.04742171,47509,2200,46400,514672,10.83317669
76,0.05450314,0.05604471,39578,2157,38489,394600,9.97026803,,0.04590304,0.04698998,51446,2362,50256,548266,10.65707565,,0.04986778,0.05115412,45309,2259,44169,468272,10.3351901
77,0.05837509,0.06014827,37421,2184,36317,356111,9.51645056,,0.04967746,0.05095384,49085,2438,47855,498010,10.14593626,,0.0536764,0.0551707,43049,2311,41883,424103,9.85161469
78,0.06254038,0.06458159,35236,2204,34122,319793,9.07572708,,0.05375107,0.0552496,46646,2507,45381,450155,9.65039296,,0.05778129,0.05951785,40738,2354,39550,382220,9.38230817
79,0.06697509,0.06932338,33032,2212,31913,285671,8.64819521,,0.05811796,0.05987523,44139,2565,42844,404774,9.1704367,,0.06216998,0.06418656,38384,2386,37178,342670,8.92731725
80,0.0717109,0.07441206,30820,2210,29701,253757,8.23350969,,0.06280982,0.06486905,41574,2611,40254,361930,8.70574579,,0.06687561,0.06921676,35998,2407,34780,305492,8.48632967
81,0.07676963,0.07987649,28610,2196,27497,224056,7.83140699,,0.06786227,0.0702747,38962,2644,37625,321676,8.2560513,,0.07192299,0.07464056,33591,2416,32368,270711,8.05911113
82,0.08214052,0.08571097,26414,2170,25313,196559,7.44159096,,0.07329351,0.07611839,36318,2662,34971,284051,7.82114018,,0.07731972,0.08047249,31175,2410,29953,238343,7.64539994
83,0.0878908,0.09199556,24244,2131,23162,171246,7.06344269,,0.07911611,0.08242132,33656,2663,32307,249081,7.40067314,,0.08310583,0.08676322,28764,2390,27552,208390,7.24473946
84,0.0939779,0.09869158,22113,2078,21057,148083,6.69663434,,0.0853865,0.08925371,30994,2646,29651,216774,6.99412228,,0.08929099,0.09353185,26374,2355,25178,180838,6.85672715
85,0.10059567,0.10602259,20035,2015,19009,127027,6.34023835,,0.09221499,0.0967477,28347,2614,27019,187123,6.60109495,,0.09602492,0.10095349,24019,2306,22846,155660,6.48074023
86,0.10779286,0.11405695,18020,1942,17030,108017,5.99443946,,0.09965228,0.10497424,25733,2564,24429,160104,6.22167773,,0.10335755,0.1090981,21712,2244,20570,132814,6.11693896
87,0.11562245,0.12287121,16077,1859,15129,90987,5.65940348,,0.10775321,0.11401251,23169,2497,21897,135675,5.85593251,,0.11133535,0.11803534,19468,2168,18363,112244,5.76546116
88,0.12414189,0.13255118,14218,1765,13316,75858,5.33527594,,0.11657685,0.12395098,20672,2410,19442,113778,5.50389499,,0.12001789,0.1278537,17301,2076,16240,93881,5.42637057
